country,year,life-expectancy-at-birth
LT,2005,71.25365854
LU,2005,79.43170732
LV,2005,71.35609756
MO,2005,78.64902439
MF,2005,77.87073171
MA,2005,69.07168293
MC,2005,0
MD,2005,67.85973171
MG,2005,61.18678049
MV,2005,74.08456098
MX,2005,75.48553659
MH,2005,0
MK,2005,74.08890244
ML,2005,51.52253659
MT,2005,79.3
MM,2005,63.47656098
ME,2005,73.57480488
MN,2005,65.28780488
MP,2005,0
MZ,2005,47.85063415
MR,2005,60.24260976
MU,2005,72.43219512
MW,2005,48.93997561
MY,2005,73.687
NA,2005,55.97743902
NC,2005,75.16829268
NE,2005,54.12014634
NG,2005,48.6644878
NI,2005,71.90995122
NL,2005,79.34634146
NO,2005,80.04146341
NP,2005,64.748
NZ,2005,79.85121951
OM,2005,74.40760976
PK,2005,65.1747561
PA,2005,76.00890244
PE,2005,72.41860976
PH,2005,67.48992683
PW,2005,69.12926829
PG,2005,60.64358537
PL,2005,74.99512195
PR,2005,78.29609756
KP,2005,68.1565122
PT,2005,78.07073171
PY,2005,71.32656098
PF,2005,74.22668293
QA,2005,77.44892683
RO,2005,71.87889512
RU,2005,65.47
RW,2005,55.1924878
SA,2005,73.9382439
SD,2005,59.92636585
SN,2005,60.54970732
SG,2005,79.9902439
SB,2005,65.5534878
SL,2005,42.14521951
SV,2005,70.54639024
SM,2005,81.97560976
SO,2005,52.35585366
RS,2005,72.63414634
SS,2005,51.07590244
ST,2005,64.57690244
SR,2005,68.8444878
SK,2005,73.90487805
SI,2005,77.61219512
SE,2005,80.54634146
SZ,2005,45.86007317
SX,2005,0
SC,2005,72.13170732
SY,2005,74.71668293
TC,2005,0
TD,2005,47.67156098
TG,2005,54.14317073
TH,2005,72.32841463
TJ,2005,65.67846341
TM,2005,64.43236585
TL,2005,63.10063415
TO,2005,71.45334146
TT,2005,69.00778049
TN,2005,73.50243902
TR,2005,72.42836585
TV,2005,0
TZ,2005,53.82534146
UG,2005,52.83992683
UA,2005,67.95682927
UY,2005,75.72285366
US,2005,77.33902439
UZ,2005,67.34704878
VC,2005,71.25256098
VE,2005,73.25378049
VI,2005,78.52439024
VN,2005,74.62785366
VU,2005,69.31685366
PS,2005,71.74887805
WS,2005,70.99692683
YE,2005,61.53492683
ZA,2005,51.55734146
CD,2005,47.82160976
ZM,2005,47.12834146
ZW,2005,43.88839024
AW,2006,74.37570732
AD,2006,0
AF,2006,57.57065854
AO,2006,49.00704878
AL,2006,76.29053659
AE,2006,75.80012195
AR,2006,74.94121951
AM,2006,73.54982927
AS,2006,0
AG,2006,74.61609756
AU,2006,81.04146341
AT,2006,79.83170732
AZ,2006,69.37473171
BI,2006,50.49960976
BE,2006,79.3804878
BJ,2006,57.48687805
BF,2006,53.13968293
BD,2006,67.88726829
BG,2006,72.61219512
BH,2006,75.66073171
BS,2006,73.85895122
BA,2006,75.23095122
BY,2006,69.40487805
BZ,2006,72.31236585
BM,2006,78.88780488
BO,2006,65.03309756
BR,2006,71.99178049
BB,2006,74.12482927
BN,2006,77.22460976
BT,2006,64.71831707
BW,2006,46.44797561
CF,2006,45.50819512
CA,2006,80.64390244
CH,2006,81.4902439
CL,2006,78.2897561
CN,2006,74.25631707
CI,2006,47.74265854
CM,2006,52.1502439
CG,2006,54.63426829
CO,2006,72.49558537
KM,2006,59.28604878
CV,2006,72.29609756
CR,2006,78.5845122
CU,2006,77.92509756
CW,2006,74.7097561
KY,2006,0
CY,2006,78.72914634
CZ,2006,76.52439024
DE,2006,79.13170732
DJ,2006,58.36417073
DM,2006,0
DK,2006,78.09512195
DO,2006,71.90934146
DZ,2006,70.00836585
EC,2006,74.80004878
EG,2006,69.61390244
ER,2006,59.1292439
ES,2006,80.82195122
EE,2006,72.69146341
ET,2006,57.61521951
FI,2006,79.21463415
FJ,2006,68.666
FR,2006,80.81219512
FO,2006,79.78780488
FM,2006,68.07619512
GA,2006,60.4312439
GB,2006,79.24878049
GE,2006,73.08907317
GH,2006,59.18670732
GN,2006,53.34953659
GM,2006,57.05792683
GW,2006,52.60829268
GQ,2006,49.32782927
GR,2006,79.43902439
GD,2006,71.625
GL,2006,69.51926829
GT,2006,69.86441463
GU,2006,77.03256098
GY,2006,64.79126829
HK,2006,82.37560976
HN,2006,71.70268293
HR,2006,75.83682927
HT,2006,59.80182927
HU,2006,73.09756098
ID,2006,69.14595122
IN,2006,64.45509756
IE,2006,79.24146341
IR,2006,71.8295122
IQ,2006,69.09156098
IS,2006,81.15853659
IL,2006,85.16341463
IT,2006,81.2804878
JM,2006,71.75607317
JO,2006,72.80104878
JP,2006,82.32195122
KZ,2006,66.16097561
KE,2006,55.60119512
KG,2006,67.69512195
KH,2006,67.98282927
KI,2006,66.58395122
KN,2006,0
KR,2006,78.96926829
XK,2006,68.94634146
KW,2006,73.81682927
LA,2006,65.00382927
LB,2006,77.59673171
LR,2006,56.14039024
LY,2006,73.85841463
LC,2006,73.374
LI,2006,80.94878049
LK,2006,73.63602439
LS,2006,44.14834146
LT,2006,71.05609756
LU,2006,79.28780488
LV,2006,70.86585366
MO,2006,78.85156098
MF,2006,78.07073171
MA,2006,69.2737561
MC,2006,0
MD,2006,67.99173171
MG,2006,61.62236585
MV,2006,74.74960976
MX,2006,75.73665854
MH,2006,0
MK,2006,74.20673171
ML,2006,51.99443902
MT,2006,79.43902439
MM,2006,63.73158537
ME,2006,73.73092683
MN,2006,65.6827561
MP,2006,0
MZ,2006,48.01641463
MR,2006,60.38680488
MU,2006,72.43219512
MW,2006,49.89058537
MY,2006,73.84304878
NA,2006,57.32487805
NC,2006,76.46097561
NE,2006,54.75141463
NG,2006,49.22863415
NI,2006,72.31636585
NL,2006,79.69756098
NO,2006,80.34390244
NP,2006,65.23953659
NZ,2006,80.04878049
OM,2006,74.77380488
PK,2006,65.39312195
PA,2006,76.18346341
PE,2006,72.72097561
PH,2006,67.62819512
PW,2006,0
PG,2006,60.99802439
PL,2006,75.14390244
PR,2006,78.41634146
KP,2006,68.29173171
PT,2006,78.4195122
PY,2006,71.5134878
PF,2006,74.56995122
QA,2006,77.57717073
RO,2006,72.16341463
RU,2006,66.64317073
RW,2006,56.9757561
SA,2006,74.17863415
SD,2006,60.31053659
SN,2006,61.16868293
SG,2006,80.14146341
SB,2006,65.93512195
SL,2006,42.88253659
SV,2006,70.75056098
SM,2006,82.1804878
SO,2006,52.68278049
RS,2006,73.15512195
SS,2006,51.48102439
ST,2006,64.89246341
SR,2006,69.15214634
SK,2006,74.20487805
SI,2006,78.08658537
SE,2006,80.74878049
SZ,2006,46.24136585
SX,2006,0
SC,2006,72.21707317
SY,2006,74.89782927
TC,2006,0
TD,2006,48.028
TG,2006,54.34153659
TH,2006,72.68192683
TJ,2006,66.02973171
TM,2006,64.53129268
TL,2006,63.68958537
TO,2006,71.59370732
TT,2006,69.12446341
TN,2006,73.9
TR,2006,72.81573171
TV,2006,0
TZ,2006,54.88426829
UG,2006,53.78785366
UA,2006,68.07756098
UY,2006,75.92495122
US,2006,77.58780488
UZ,2006,67.43514634
VC,2006,71.47280488
VE,2006,73.44768293
VI,2006,78.62439024
VN,2006,74.76863415
VU,2006,69.6347561
PS,2006,71.9175122
WS,2006,71.27665854
YE,2006,61.73865854
ZA,2006,51.61370732
CD,2006,48.01553659
ZM,2006,48.58492683
ZW,2006,45.08426829
AW,2007,74.5262439
AD,2007,0
AF,2007,58.09136585
AO,2007,49.43573171
AL,2007,76.46485366
AE,2007,76.01121951
AR,2007,75.12690244
AM,2007,73.76463415
AS,2007,0
AG,2007,74.80478049
AU,2007,81.29268293
AT,2007,79.98292683
AZ,2007,69.756
BI,2007,51.02146341
BE,2007,79.78292683
BJ,2007,57.87387805
BF,2007,53.61968293
BD,2007,68.28314634
BG,2007,72.66341463
BH,2007,75.823
BS,2007,74.05946341
BA,2007,75.3704878
BY,2007,70.20341463
BZ,2007,72.56373171
BM,2007,78.93414634
BO,2007,65.36190244
BR,2007,72.26290244
BB,2007,74.29721951
BN,2007,77.41609756
BT,2007,65.36573171
BW,2007,46.29609756
CF,2007,46.0912439
CA,2007,80.36987805
CH,2007,81.74146341
CL,2007,78.44297561
CN,2007,74.42407317
CI,2007,48.27370732
CM,2007,52.47914634
CG,2007,55.27617073
CO,2007,72.72304878
KM,2007,59.519
CV,2007,72.71063415
CR,2007,78.73465854
CU,2007,78.13743902
CW,2007,75.36341463
KY,2007,0
CY,2007,78.86373171
CZ,2007,76.72439024
DE,2007,79.53414634
DJ,2007,58.80034146
DM,2007,0
DK,2007,78.19512195
DO,2007,72.12931707
DZ,2007,70.17104878
EC,2007,74.97873171
EG,2007,69.80856098
ER,2007,59.63621951
ES,2007,80.87317073
EE,2007,72.81463415
ET,2007,58.65365854
FI,2007,79.26341463
FJ,2007,68.84239024
FR,2007,81.11219512
FO,2007,80.18780488
FM,2007,68.22397561
GA,2007,60.90373171
GB,2007,79.44878049
GE,2007,73.24843902
GH,2007,59.63785366
GN,2007,53.94370732
GM,2007,57.34387805
GW,2007,52.84370732
GQ,2007,49.84507317
GR,2007,79.43902439
GD,2007,71.82868293
GL,2007,69.98268293
GT,2007,70.11926829
GU,2007,77.30741463
GY,2007,65.04721951
HK,2007,82.32682927
HN,2007,71.9565122
HR,2007,75.70560976
HT,2007,60.33721951
HU,2007,73.15121951
ID,2007,69.42290244
IN,2007,64.79385366
IE,2007,79.64146341
IR,2007,72.15860976
IQ,2007,68.85946341
IS,2007,81.45365854
IL,2007,85.11463415
IT,2007,81.38292683
JM,2007,72.04080488
JO,2007,72.96119512
JP,2007,82.50707317
KZ,2007,66.50487805
KE,2007,56.59234146
KG,2007,67.84634146
KH,2007,68.82095122
KI,2007,66.90656098
KN,2007,0
KR,2007,79.3495122
XK,2007,69.19756098
KW,2007,73.89870732
LA,2007,65.49158537
LB,2007,78.08331707
LR,2007,57.18821951
LY,2007,74.12065854
LC,2007,73.70692683
LI,2007,81.29512195
LK,2007,73.62002439
LS,2007,44.88221951
LT,2007,70.9
LU,2007,79.38292683
LV,2007,71.0195122
MO,2007,79.05726829
MF,2007,78.22195122
MA,2007,69.48626829
MC,2007,0
MD,2007,68.11109756
MG,2007,62.048
MV,2007,75.33743902
MX,2007,75.98439024
MH,2007,0
MK,2007,74.32295122
ML,2007,52.45382927
MT,2007,79.79268293
MM,2007,63.96953659
ME,2007,73.91726829
MN,2007,66.03743902
MP,2007,0
MZ,2007,48.23214634
MR,2007,60.53946341
MU,2007,72.57073171
MW,2007,50.86329268
MY,2007,74.00068293
NA,2007,58.78080488
NC,2007,75.94634146
NE,2007,55.35314634
NG,2007,49.79160976
NI,2007,72.7064878
NL,2007,80.09756098
NO,2007,80.39512195
NP,2007,65.72009756
NZ,2007,80.15121951
OM,2007,75.12060976
PK,2007,65.59590244
PA,2007,76.36385366
PE,2007,73.01487805
PH,2007,67.77056098
PW,2007,0
PG,2007,61.31690244
PL,2007,75.24390244
PR,2007,78.42585366
KP,2007,68.37417073
PT,2007,78.32195122
PY,2007,71.67421951
PF,2007,74.89097561
QA,2007,77.711
RO,2007,72.56585366
RU,2007,67.49756098
RW,2007,58.64790244
SA,2007,74.4115122
SD,2007,60.66256098
SN,2007,61.72353659
SG,2007,80.44146341
SB,2007,66.26780488
SL,2007,43.5264878
SV,2007,70.9602439
SM,2007,82.50609756
SO,2007,53.01865854
RS,2007,73.38292683
SS,2007,51.92146341
ST,2007,65.188
SR,2007,69.46790244
SK,2007,74.20731707
SI,2007,78.56097561
SE,2007,80.9
SZ,2007,46.77239024
SX,2007,74.54390244
SC,2007,73.19268293
SY,2007,74.99780488
TC,2007,0
TD,2007,48.42717073
TG,2007,54.57373171
TH,2007,73.01817073
TJ,2007,66.34014634
TM,2007,64.63782927
TL,2007,64.2637561
TO,2007,71.7375122
TT,2007,69.24402439
TN,2007,74.20243902
TR,2007,73.18192683
TV,2007,0
TZ,2007,55.98765854
UG,2007,54.71763415
UA,2007,68.22219512
UY,2007,76.11604878
US,2007,77.83902439
UZ,2007,67.52970732
VC,2007,71.68734146
VE,2007,73.63909756
VI,2007,78.82439024
VN,2007,74.90219512
VU,2007,69.94421951
PS,2007,72.09156098
WS,2007,71.55729268
YE,2007,61.93978049
ZA,2007,51.9965122
CD,2007,48.2135122
ZM,2007,50.09853659
ZW,2007,46.74973171
AW,2008,74.67421951
AD,2008,0
AF,2008,58.60709756
AO,2008,49.84739024
AL,2008,76.63231707
AE,2008,76.2147561
AR,2008,75.30819512
AM,2008,73.94387805
AS,2008,0
AG,2008,74.98687805
AU,2008,81.39512195
AT,2008,80.23414634
AZ,2008,70.06292683
BI,2008,51.55658537
BE,2008,79.6804878
BJ,2008,58.216
BF,2008,54.09419512
BD,2008,68.68070732
BG,2008,72.96341463
BH,2008,75.97660976
BS,2008,74.24743902
BA,2008,75.51097561
BY,2008,70.45609756
BZ,2008,72.80770732
BM,2008,79.23658537
BO,2008,65.68570732
BR,2008,72.53387805
BB,2008,74.46758537
BN,2008,77.60619512
BT,2008,65.96268293
BW,2008,46.25036585
CF,2008,46.72912195
CA,2008,80.54321951
CH,2008,81.99268293
CL,2008,78.61741463
CN,2008,74.57982927
CI,2008,48.78663415
CM,2008,52.85582927
CG,2008,55.93404878
CO,2008,72.94353659
KM,2008,59.74970732
CV,2008,73.10963415
CR,2008,78.9004878
CU,2008,78.34104878
CW,2008,75.3097561
KY,2008,0
CY,2008,79.00495122
CZ,2008,76.97560976
DE,2008,79.73658537
DJ,2008,59.27587805
DM,2008,0
DK,2008,78.44634146
DO,2008,72.34978049
DZ,2008,70.32707317
EC,2008,75.1765122
EG,2008,70.01360976
ER,2008,60.1472439
ES,2008,81.17560976
EE,2008,73.77073171
ET,2008,59.65626829
FI,2008,79.56829268
FJ,2008,69.021
FR,2008,81.21463415
FO,2008,80.53658537
FM,2008,68.36573171
GA,2008,61.38570732
GB,2008,79.6
GE,2008,73.39680488
GH,2008,60.02995122
GN,2008,54.47843902
GM,2008,57.61880488
GW,2008,53.08173171
GQ,2008,50.39573171
GR,2008,79.93902439
GD,2008,72.01480488
GL,2008,70.21341463
GT,2008,70.38914634
GU,2008,77.57573171
GY,2008,65.28719512
HK,2008,82.37560976
HN,2008,72.23434146
HR,2008,75.91219512
HT,2008,60.87041463
HU,2008,73.70243902
ID,2008,69.68529268
IN,2008,65.11339024
IE,2008,80.09512195
IR,2008,72.4842439
IQ,2008,68.73468293
IS,2008,81.6097561
IL,2008,80.95121951
IT,2008,81.73414634
JM,2008,72.32302439
JO,2008,73.11978049
JP,2008,82.58756098
KZ,2008,67.02195122
KE,2008,57.61304878
KG,2008,68.45121951
KH,2008,69.54404878
KI,2008,67.23058537
KN,2008,0
KR,2008,79.83268293
XK,2008,69.39756098
KW,2008,73.98292683
LA,2008,65.96878049
LB,2008,78.52241463
LR,2008,58.1074878
LY,2008,74.36307317
LC,2008,73.99443902
LI,2008,82.68292683
LK,2008,73.61995122
LS,2008,45.7392439
LT,2008,71.81219512
LU,2008,80.53902439
LV,2008,72.4195122
MO,2008,79.26614634
MF,2008,78.37073171
MA,2008,69.70817073
MC,2008,0
MD,2008,68.22729268
MG,2008,62.4747561
MV,2008,75.86709756
MX,2008,76.22665854
MH,2008,0
MK,2008,74.44590244
ML,2008,52.9032439
MT,2008,79.63658537
MM,2008,64.18941463
ME,2008,74.10204878
MN,2008,66.35712195
MP,2008,0
MZ,2008,48.49382927
MR,2008,60.6975122
MU,2008,72.57073171
MW,2008,51.80573171
MY,2008,74.16146341
NA,2008,60.18407317
NC,2008,76.11512195
NE,2008,55.92539024
NG,2008,50.32939024
NI,2008,73.0822439
NL,2008,80.25121951
NO,2008,80.59268293
NP,2008,66.19019512
NZ,2008,80.35121951
OM,2008,75.44704878
PK,2008,65.78463415
PA,2008,76.55117073
PE,2008,73.30729268
PH,2008,67.91853659
PW,2008,0
PG,2008,61.59121951
PL,2008,75.54390244
PR,2008,78.55892683
KP,2008,68.48939024
PT,2008,78.52439024
PY,2008,71.81180488
PF,2008,75.18517073
QA,2008,77.84992683
RO,2008,72.56585366
RU,2008,67.84878049
RW,2008,60.09246341
SA,2008,74.63787805
SD,2008,60.97539024
SN,2008,62.19263415
SG,2008,80.7902439
SB,2008,66.56221951
SL,2008,44.06746341
SV,2008,71.17795122
SM,2008,82.83170732
SO,2008,53.3545122
RS,2008,73.63658537
SS,2008,52.39919512
ST,2008,65.45004878
SR,2008,69.77570732
SK,2008,74.70487805
SI,2008,78.76585366
SE,2008,81.1
SZ,2008,47.34582927
SX,2008,74.53658537
SC,2008,73.16341463
SY,2008,75.01512195
TC,2008,0
TD,2008,48.85717073
TG,2008,54.84319512
TH,2008,73.32221951
TJ,2008,66.60453659
TM,2008,64.75404878
TL,2008,64.82792683
TO,2008,71.88270732
TT,2008,69.36436585
TN,2008,74.30243902
TR,2008,73.53419512
TV,2008,0
TZ,2008,57.09717073
UG,2008,55.62439024
UA,2008,68.25146341
UY,2008,76.29512195
US,2008,77.93902439
UZ,2008,67.63217073
VC,2008,71.88092683
VE,2008,73.82502439
VI,2008,78.92439024
VN,2008,75.03507317
VU,2008,70.24773171
PS,2008,72.27007317
WS,2008,71.83780488
YE,2008,62.13782927
ZA,2008,52.63602439
CD,2008,48.43958537
ZM,2008,51.62214634
ZW,2008,48.80834146
AW,2009,74.81614634
AD,2009,0
AF,2009,59.11234146
AO,2009,50.25102439
AL,2009,76.80187805
AE,2009,76.41070732
AR,2009,75.48709756
AM,2009,74.09304878
AS,2009,0
AG,2009,75.16241463
AU,2009,81.54390244
AT,2009,80.08292683
AZ,2009,70.29265854
BI,2009,52.09407317
BE,2009,79.98292683
BJ,2009,58.5067561
BF,2009,54.55768293
BD,2009,69.08192683
BG,2009,73.41219512
BH,2009,76.12404878
BS,2009,74.42390244
BA,2009,75.65587805
BY,2009,70.40731707
BZ,2009,73.0432439
BM,2009,79.38843902
BO,2009,66.00546341
BR,2009,72.80417073
BB,2009,74.63543902
BN,2009,77.79787805
BT,2009,66.50768293
BW,2009,46.30026829
CF,2009,47.40492683
CA,2009,80.71709756
CH,2009,82.04390244
CL,2009,78.81858537
CN,2009,74.73163415
CI,2009,49.25682927
CM,2009,53.26485366
CG,2009,56.5844878
CO,2009,73.15807317
KM,2009,59.97817073
CV,2009,73.49158537
CR,2009,79.0825122
CU,2009,78.534
CW,2009,76.15609756
KY,2009,0
CY,2009,79.15382927
CZ,2009,77.07804878
DE,2009,79.83658537
DJ,2009,59.77731707
DM,2009,0
DK,2009,78.59756098
DO,2009,72.57121951
DZ,2009,70.47492683
EC,2009,75.39934146
EG,2009,70.22802439
ER,2009,60.66336585
ES,2009,81.47560976
EE,2009,74.82439024
ET,2009,60.60014634
FI,2009,79.7195122
FJ,2009,69.20080488
FR,2009,81.41463415
FO,2009,80.88780488
FM,2009,68.4984878
GA,2009,61.85270732
GB,2009,80.05121951
GE,2009,73.53773171
GH,2009,60.35102439
GN,2009,54.93187805
GM,2009,57.88168293
GW,2009,53.32060976
GQ,2009,50.96536585
GR,2009,80.18780488
GD,2009,72.18336585
GL,2009,70.46780488
GT,2009,70.68104878
GU,2009,77.83904878
GY,2009,65.50560976
HK,2009,82.77560976
HN,2009,72.5342439
HR,2009,76.16829268
HT,2009,61.38492683
HU,2009,73.90487805
ID,2009,69.93309756
IN,2009,65.41319512
IE,2009,80.1902439
IR,2009,72.80792683
IQ,2009,68.72795122
IS,2009,81.75121951
IL,2009,81.40487805
IT,2009,81.93658537
JM,2009,72.59414634
JO,2009,73.27834146
JP,2009,82.93146341
KZ,2009,68.42926829
KE,2009,58.61504878
KG,2009,69.10243902
KH,2009,70.14819512
KI,2009,67.557
KN,2009,0
KR,2009,80.29731707
XK,2009,69.64878049
KW,2009,74.07
LA,2009,66.43639024
LB,2009,78.91007317
LR,2009,58.85919512
LY,2009,74.58568293
LC,2009,74.22814634
LI,2009,81.5
LK,2009,73.66119512
LS,2009,46.63458537
LT,2009,72.91463415
LU,2009,80.63658537
LV,2009,73.0804878
MO,2009,79.47770732
MF,2009,78.57073171
MA,2009,69.93743902
MC,2009,0
MD,2009,68.34180488
MG,2009,62.90765854
MV,2009,76.34641463
MX,2009,76.46146341
MH,2009,0
MK,2009,74.57846341
ML,2009,53.34219512
MT,2009,80.24146341
MM,2009,64.39373171
ME,2009,74.27134146
MN,2009,66.64121951
MP,2009,0
MZ,2009,48.79943902
MR,2009,60.85943902
MU,2009,72.88243902
MW,2009,52.683
MY,2009,74.32592683
NA,2009,61.44090244
NC,2009,76.28390244
NE,2009,56.46821951
NG,2009,50.8304878
NI,2009,73.44412195
NL,2009,80.54878049
NO,2009,80.79512195
NP,2009,66.65229268
NZ,2009,80.70243902
OM,2009,75.75460976
PK,2009,65.96126829
PA,2009,76.74646341
PE,2009,73.60368293
PH,2009,68.07160976
PW,2009,0
PG,2009,61.8205122
PL,2009,75.69512195
PR,2009,78.00778049
KP,2009,68.66097561
PT,2009,78.72682927
PY,2009,71.92778049
PF,2009,75.45197561
QA,2009,77.99595122
RO,2009,73.3097561
RU,2009,68.60487805
RW,2009,61.28002439
SA,2009,74.8592439
SD,2009,61.24646341
SN,2009,62.56441463
SG,2009,81.24146341
SB,2009,66.82568293
SL,2009,44.50143902
SV,2009,71.40265854
SM,2009,82.99554324
SO,2009,53.68934146
RS,2009,73.68536585
SS,2009,52.91470732
ST,2009,65.67209756
SR,2009,70.06702439
SK,2009,74.9097561
SI,2009,78.97073171
SE,2009,81.35121951
SZ,2009,47.8927561
SX,2009,75.58780488
SC,2009,73.03414634
SY,2009,74.96246341
TC,2009,0
TD,2009,49.30753659
TG,2009,55.14390244
TH,2009,73.58707317
TJ,2009,66.82131707
TM,2009,64.88102439
TL,2009,65.388
TO,2009,72.0317561
TT,2009,69.4824878
TN,2009,74.45121951
TR,2009,73.87609756
TV,2009,0
TZ,2009,58.17595122
UG,2009,56.4917561
UA,2009,69.19
UY,2009,76.46117073
US,2009,78.0902439
UZ,2009,67.74202439
VC,2009,72.04746341
VE,2009,74.0024878
VI,2009,79.07317073
VN,2009,75.1707561
VU,2009,70.54580488
PS,2009,72.45304878
WS,2009,72.12170732
YE,2009,62.33378049
ZA,2009,53.46709756
CD,2009,48.69780488
ZM,2009,53.11336585
ZW,2009,51.14792683
AW,2010,74.95202439
AD,2010,0
AF,2010,59.60009756
AO,2010,50.65417073
AL,2010,76.9785122
AE,2010,76.59860976
AR,2010,75.66356098
AM,2010,74.21965854
AS,2010,0
AG,2010,75.33390244
AU,2010,81.69512195
AT,2010,80.38292683
AZ,2010,70.45029268
BI,2010,52.62402439
BE,2010,80.23414634
BJ,2010,58.74668293
BF,2010,55.0067561
BD,2010,69.48580488
BG,2010,73.51219512
BH,2010,76.26485366
BS,2010,74.59239024
BA,2010,75.80668293
BY,2010,70.40487805
BZ,2010,73.2704878
BM,2010,79.28853659
BO,2010,66.31970732
BR,2010,73.07531707
BB,2010,74.80178049
BN,2010,77.98865854
BT,2010,67.00468293
BW,2010,46.44029268
CF,2010,48.09873171
CA,2010,80.8934878
CH,2010,82.24634146
CL,2010,79.05046341
CN,2010,74.88502439
CI,2010,49.67529268
CM,2010,53.69482927
CG,2010,57.20402439
CO,2010,73.36768293
KM,2010,60.20341463
CV,2010,73.85697561
CR,2010,79.27970732
CU,2010,78.71778049
CW,2010,0
KY,2010,0
CY,2010,79.30982927
CZ,2010,77.42439024
DE,2010,79.98780488
DJ,2010,60.29119512
DM,2010,0
DK,2010,79.1
DO,2010,72.79214634
DZ,2010,70.61660976
EC,2010,75.64770732
EG,2010,70.45082927
ER,2010,61.18509756
ES,2010,81.62682927
EE,2010,75.42926829
ET,2010,61.46795122
FI,2010,79.87073171
FJ,2010,69.38231707
FR,2010,81.66341463
FO,2010,81.28780488
FM,2010,68.62173171
GA,2010,62.2897561
GB,2010,80.40243902
GE,2010,73.67473171
GH,2010,60.59956098
GN,2010,55.298
GM,2010,58.1335122
GW,2010,53.55843902
GQ,2010,51.53307317
GR,2010,80.38780488
GD,2010,72.33687805
GL,2010,71.03243902
GT,2010,70.99597561
GU,2010,78.10085366
GY,2010,65.7024878
HK,2010,82.97804878
HN,2010,72.85031707
HR,2010,76.47560976
HT,2010,61.8667561
HU,2010,74.20731707
ID,2010,70.16785366
IN,2010,65.6942439
IE,2010,80.74390244
IR,2010,73.13014634
IQ,2010,68.8297561
IS,2010,81.89756098
IL,2010,81.60243902
IT,2010,82.33658537
JM,2010,72.84712195
JO,2010,73.43587805
JP,2010,82.84268293
KZ,2010,68.29536585
KE,2010,59.54707317
KG,2010,69.3
KH,2010,70.64336585
KI,2010,67.88382927
KN,2010,0
KR,2010,80.55121951
XK,2010,69.9
KW,2010,74.16192683
LA,2010,66.89843902
LB,2010,79.25278049
LR,2010,59.43431707
LY,2010,74.7924878
LC,2010,74.41102439
LI,2010,81.84146341
LK,2010,73.75526829
LS,2010,47.48341463
LT,2010,73.26829268
LU,2010,80.63170732
LV,2010,73.48292683
MO,2010,79.69295122
MF,2010,78.72195122
MA,2010,70.17158537
MC,2010,0
MD,2010,68.45812195
MG,2010,63.34973171
MV,2010,76.78631707
