country,year,total-unemployment
JO,2005,14.89999962
JP,2005,4.400000095
KZ,2005,8.100000381
KE,2005,9.5
KG,2005,8.100000381
KH,2005,1.700000048
KI,2005,
KN,2005,
KR,2005,3.700000048
XK,2005,
KW,2005,2
LA,2005,1.399999976
LB,2005,8
LR,2005,3.900000095
LY,2005,9.100000381
LC,2005,
LI,2005,
LK,2005,7.699999809
LS,2005,36.40000153
LT,2005,8.300000191
LU,2005,4.5
LV,2005,8.899999619
MO,2005,4.199999809
MF,2005,
MA,2005,11
MC,2005,
MD,2005,7.300000191
MG,2005,2.599999905
MV,2005,13.39999962
MX,2005,3.5
MH,2005,
MK,2005,37.29999924
ML,2005,8.5
MT,2005,7.300000191
MM,2005,4
ME,2005,30.29999924
MN,2005,7.400000095
MP,2005,
MZ,2005,7.5
MR,2005,32.09999847
MU,2005,9.600000381
MW,2005,7.900000095
MY,2005,3.5
NA,2005,20.20000076
NC,2005,
NE,2005,5
NG,2005,7.599999905
NI,2005,5.599999905
NL,2005,4.699999809
NO,2005,4.599999905
NP,2005,2.5
NZ,2005,3.799999952
OM,2005,8.5
PK,2005,7.099999905
PA,2005,9.800000191
PE,2005,5.199999809
PH,2005,7.699999809
PW,2005,
PG,2005,2.599999905
PL,2005,17.70000076
PR,2005,11.5
KP,2005,4.5
PT,2005,7.599999905
PY,2005,5.800000191
PF,2005,
QA,2005,1.200000048
RO,2005,7.199999809
RU,2005,7.099999905
RW,2005,0.600000024
SA,2005,5
SD,2005,14.80000019
SN,2005,9.899999619
SG,2005,4.099999905
SB,2005,4.300000191
SL,2005,3.400000095
SV,2005,7.199999809
SM,2005,
SO,2005,7.599999905
RS,2005,20.79999924
SS,2005,
ST,2005,
SR,2005,12.89999962
SK,2005,16.20000076
SI,2005,6.5
SE,2005,7.800000191
SZ,2005,22.89999962
SX,2005,
SC,2005,
SY,2005,9.199999809
TC,2005,
TD,2005,7.699999809
TG,2005,7.900000095
TH,2005,1.299999952
TJ,2005,11.69999981
TM,2005,11.60000038
TL,2005,7.199999809
TO,2005,
TT,2005,8
TN,2005,12.89999962
TR,2005,10.60000038
TV,2005,
TZ,2005,2.5
UG,2005,2
UA,2005,7.199999809
UY,2005,8.899999619
US,2005,5.199999809
UZ,2005,11.39999962
VC,2005,
VE,2005,11.39999962
VI,2005,
VN,2005,2.099999905
VU,2005,
PS,2005,26
WS,2005,
YE,2005,16.10000038
ZA,2005,23.79999924
CD,2005,7.199999809
ZM,2005,15.89999962
ZW,2005,4.199999809
AW,2006,
AD,2006,
AF,2006,8.399999619
AO,2006,7.300000191
AL,2006,12.39999962
AE,2006,3.299999952
AR,2006,10.10000038
AM,2006,24.5
AS,2006,
AG,2006,
AU,2006,4.800000191
AT,2006,4.699999809
AZ,2006,6.800000191
BI,2006,8
BE,2006,8.199999809
BJ,2006,1.100000024
BF,2006,2.299999952
BD,2006,4.199999809
BG,2006,8.899999619
BH,2006,8.5
BS,2006,7.599999905
BA,2006,31.79999924
BY,2006,10.30000019
BZ,2006,9.399999619
BM,2006,
BO,2006,5.300000191
BR,2006,8.399999619
BB,2006,8.699999809
BN,2006,3.200000048
BT,2006,3.099999905
BW,2006,17.60000038
CF,2006,7.599999905
CA,2006,6.300000191
CH,2006,4
CL,2006,7.699999809
CN,2006,4
CI,2006,4.099999905
CM,2006,3.799999952
CG,2006,7.099999905
CO,2006,10.5
KM,2006,7.300000191
CV,2006,7.800000191
CR,2006,6
CU,2006,1.899999976
CW,2006,
KY,2006,
CY,2006,4.5
CZ,2006,7.099999905
DE,2006,10.30000019
DJ,2006,
DM,2006,
DK,2006,3.900000095
DO,2006,16.39999962
DZ,2006,12.30000019
EC,2006,6.300000191
EG,2006,10.60000038
ER,2006,8.300000191
ES,2006,8.600000381
EE,2006,5.900000095
ET,2006,5.400000095
FI,2006,7.599999905
FJ,2006,6.5
FR,2006,8.800000191
FO,2006,
FM,2006,
GA,2006,18.39999962
GB,2006,5.5
GE,2006,13.60000038
GH,2006,3.599999905
GN,2006,3.099999905
GM,2006,7.900000095
GW,2006,7.5
GQ,2006,7.599999905
GR,2006,8.899999619
GD,2006,
GL,2006,
GT,2006,2.799999952
GU,2006,
GY,2006,28.5
HK,2006,4.800000191
HN,2006,3.099999905
HR,2006,11.10000038
HT,2006,7.300000191
HU,2006,7.5
ID,2006,10.30000019
IN,2006,4.300000191
IE,2006,4.400000095
IR,2006,11.60000038
IQ,2006,17.5
IS,2006,3
IL,2006,8.399999619
IT,2006,6.800000191
JM,2006,9.600000381
JO,2006,14
JP,2006,4.099999905
KZ,2006,7.800000191
KE,2006,9.5
KG,2006,8.300000191
KH,2006,1.799999952
KI,2006,
KN,2006,
KR,2006,3.400000095
XK,2006,
KW,2006,1.600000024
LA,2006,1.399999976
LB,2006,8.100000381
LR,2006,5.300000191
LY,2006,9
LC,2006,
LI,2006,
LK,2006,6.5
LS,2006,32.70000076
LT,2006,5.599999905
LU,2006,4.699999809
LV,2006,6.800000191
MO,2006,3.700000048
MF,2006,
MA,2006,9.699999809
MC,2006,
MD,2006,7.400000095
MG,2006,3.200000048
MV,2006,14.39999962
MX,2006,3.200000048
MH,2006,
MK,2006,36
ML,2006,8.300000191
MT,2006,6.900000095
MM,2006,4
ME,2006,24.70000076
MN,2006,6.400000095
MP,2006,
MZ,2006,7.5
MR,2006,31.79999924
MU,2006,9.100000381
MW,2006,7.800000191
MY,2006,3.299999952
NA,2006,21.89999962
NC,2006,
NE,2006,5
NG,2006,7.599999905
NI,2006,5.300000191
NL,2006,3.900000095
NO,2006,3.400000095
NP,2006,2.599999905
NZ,2006,3.900000095
OM,2006,8.5
PK,2006,6.099999905
PA,2006,8.699999809
PE,2006,4.599999905
PH,2006,8
PW,2006,
PG,2006,2.599999905
PL,2006,13.80000019
PR,2006,11.19999981
KP,2006,4.5
PT,2006,7.699999809
PY,2006,6.699999809
PF,2006,
QA,2006,0.899999976
RO,2006,7.300000191
RU,2006,7.099999905
RW,2006,0.600000024
SA,2006,6.300000191
SD,2006,14.89999962
SN,2006,10
SG,2006,3.599999905
SB,2006,4.699999809
SL,2006,3.400000095
SV,2006,6.599999905
SM,2006,
SO,2006,7.599999905
RS,2006,20.79999924
SS,2006,
ST,2006,
SR,2006,12.69999981
SK,2006,13.30000019
SI,2006,6
SE,2006,7.099999905
SZ,2006,22.89999962
SX,2006,
SC,2006,
SY,2006,8.199999809
TC,2006,
TD,2006,7.800000191
TG,2006,7.800000191
TH,2006,1.200000048
TJ,2006,11.69999981
TM,2006,11.5
TL,2006,6.5
TO,2006,
TT,2006,6.300000191
TN,2006,12.5
TR,2006,10.19999981
TV,2006,
TZ,2006,4.300000191
UG,2006,2
UA,2006,6.800000191
UY,2006,10.60000038
US,2006,4.699999809
UZ,2006,11.39999962
VC,2006,
VE,2006,9.300000191
VI,2006,
VN,2006,2.299999952
VU,2006,
PS,2006,23.60000038
WS,2006,
YE,2006,15.69999981
ZA,2006,22.60000038
CD,2006,7.199999809
ZM,2006,15.69999981
ZW,2006,4.199999809
AW,2007,
AD,2007,
AF,2007,8.600000381
AO,2007,7.300000191
AL,2007,13.5
AE,2007,3.400000095
AR,2007,8.5
AM,2007,28.39999962
AS,2007,
AG,2007,
AU,2007,4.400000095
AT,2007,4.400000095
AZ,2007,6.5
BI,2007,7.900000095
BE,2007,7.5
BJ,2007,1.100000024
BF,2007,3.299999952
BD,2007,4.300000191
BG,2007,6.900000095
BH,2007,8.199999809
BS,2007,7.900000095
BA,2007,29.70000076
BY,2007,10.19999981
BZ,2007,8.5
BM,2007,
BO,2007,5.199999809
BR,2007,8.100000381
BB,2007,7.400000095
BN,2007,3.200000048
BT,2007,3.700000048
BW,2007,18.29999924
CF,2007,7.599999905
CA,2007,6
CH,2007,3.599999905
CL,2007,7.099999905
CN,2007,3.799999952
CI,2007,4.099999905
CM,2007,4
CG,2007,7.199999809
CO,2007,12
KM,2007,7.199999809
CV,2007,7.800000191
CR,2007,4.599999905
CU,2007,1.799999952
CW,2007,
KY,2007,
CY,2007,3.900000095
CZ,2007,5.300000191
DE,2007,8.600000381
DJ,2007,
DM,2007,
DK,2007,3.799999952
DO,2007,15.69999981
DZ,2007,13.80000019
EC,2007,5
EG,2007,8.899999619
ER,2007,8.199999809
ES,2007,8.399999619
EE,2007,4.699999809
ET,2007,5.400000095
FI,2007,6.800000191
FJ,2007,8.600000381
FR,2007,8
FO,2007,
FM,2007,
GA,2007,18.29999924
GB,2007,5.400000095
GE,2007,13.30000019
GH,2007,3.599999905
GN,2007,3.099999905
GM,2007,7.800000191
GW,2007,7.5
GQ,2007,7.300000191
GR,2007,8.300000191
GD,2007,
GL,2007,
GT,2007,2.5
GU,2007,
GY,2007,20.20000076
HK,2007,4
HN,2007,2.900000095
HR,2007,9.600000381
HT,2007,7.199999809
HU,2007,7.400000095
ID,2007,9.100000381
IN,2007,3.900000095
IE,2007,4.599999905
IR,2007,10.60000038
IQ,2007,16.89999962
IS,2007,2.299999952
IL,2007,7.300000191
IT,2007,6.099999905
JM,2007,9.399999619
JO,2007,13.10000038
JP,2007,3.900000095
KZ,2007,7.300000191
KE,2007,9.5
KG,2007,8.199999809
KH,2007,1.700000048
KI,2007,
KN,2007,
KR,2007,3.200000048
XK,2007,
KW,2007,1.600000024
LA,2007,1.399999976
LB,2007,9
LR,2007,5.599999905
LY,2007,8.899999619
LC,2007,
LI,2007,
LK,2007,6
LS,2007,26.60000038
LT,2007,4.300000191
LU,2007,4.099999905
LV,2007,6
MO,2007,3
MF,2007,
MA,2007,9.699999809
MC,2007,
MD,2007,5.099999905
MG,2007,4.099999905
MV,2007,12.60000038
MX,2007,3.400000095
MH,2007,
MK,2007,34.90000153
ML,2007,8.5
MT,2007,6.5
MM,2007,4
ME,2007,19.39999962
MN,2007,7.199999809
MP,2007,
MZ,2007,7.5
MR,2007,31.29999924
MU,2007,8.5
MW,2007,7.599999905
MY,2007,3.200000048
NA,2007,19.39999962
NC,2007,
NE,2007,5
NG,2007,7.599999905
NI,2007,5
NL,2007,3.200000048
NO,2007,2.5
NP,2007,2.599999905
NZ,2007,3.700000048
OM,2007,8.5
PK,2007,5.099999905
PA,2007,6.400000095
PE,2007,4.5
PH,2007,7.400000095
PW,2007,
PG,2007,2.400000095
PL,2007,9.600000381
PR,2007,11.10000038
KP,2007,4.400000095
PT,2007,8
PY,2007,5.599999905
PF,2007,
QA,2007,0.5
RO,2007,6.400000095
RU,2007,6
RW,2007,0.600000024
SA,2007,5.699999809
SD,2007,14.89999962
SN,2007,10
SG,2007,3
SB,2007,4.599999905
SL,2007,3.400000095
SV,2007,6.300000191
SM,2007,
SO,2007,7.599999905
RS,2007,18.10000038
SS,2007,
ST,2007,
SR,2007,12.80000019
SK,2007,11
SI,2007,4.800000191
SE,2007,6.199999809
SZ,2007,23
SX,2007,
SC,2007,
SY,2007,8.399999619
TC,2007,
TD,2007,7.800000191
TG,2007,7.800000191
TH,2007,1.200000048
TJ,2007,11.80000019
TM,2007,11.5
TL,2007,6.699999809
TO,2007,
TT,2007,5.5
TN,2007,12.39999962
TR,2007,10.30000019
TV,2007,
TZ,2007,2
UG,2007,2.099999905
UA,2007,6.400000095
UY,2007,9.199999809
US,2007,4.699999809
UZ,2007,11.5
VC,2007,
VE,2007,7.5
VI,2007,
VN,2007,2.299999952
VU,2007,
PS,2007,21.60000038
WS,2007,
YE,2007,15.30000019
ZA,2007,22.29999924
CD,2007,7.199999809
ZM,2007,15.69999981
ZW,2007,4.199999809
AW,2008,
AD,2008,
AF,2008,8.399999619
AO,2008,7.400000095
AL,2008,13
AE,2008,4
AR,2008,7.800000191
AM,2008,28.60000038
AS,2008,
AG,2008,
AU,2008,4.199999809
AT,2008,3.799999952
AZ,2008,6.099999905
BI,2008,7.900000095
BE,2008,7
BJ,2008,1.100000024
BF,2008,3.299999952
BD,2008,4.400000095
BG,2008,5.599999905
BH,2008,7.800000191
BS,2008,8.699999809
BA,2008,23.89999962
BY,2008,10.19999981
BZ,2008,8.199999809
BM,2008,
BO,2008,2.900000095
BR,2008,7.099999905
BB,2008,8.100000381
BN,2008,3.200000048
BT,2008,3.799999952
BW,2008,21.79999924
CF,2008,7.599999905
CA,2008,6.099999905
CH,2008,3.400000095
CL,2008,7.800000191
CN,2008,4.400000095
CI,2008,4
CM,2008,4.599999905
CG,2008,7.099999905
CO,2008,13.19999981
KM,2008,7.199999809
CV,2008,7.800000191
CR,2008,4.900000095
CU,2008,1.600000024
CW,2008,
KY,2008,
CY,2008,3.599999905
CZ,2008,4.400000095
DE,2008,7.5
DJ,2008,
DM,2008,
DK,2008,3.400000095
DO,2008,14.19999981
DZ,2008,11.30000019
EC,2008,6
EG,2008,8.699999809
ER,2008,8.399999619
ES,2008,11.5
EE,2008,5.5
ET,2008,5.400000095
FI,2008,6.300000191
FJ,2008,9
FR,2008,7.400000095
FO,2008,
FM,2008,
GA,2008,19.10000038
GB,2008,5.400000095
GE,2008,16.5
GH,2008,3.599999905
GN,2008,3.099999905
GM,2008,7.800000191
GW,2008,7.5
GQ,2008,7.400000095
GR,2008,7.699999809
GD,2008,
GL,2008,
GT,2008,2.799999952
GU,2008,
GY,2008,21.39999962
HK,2008,3.599999905
HN,2008,3.099999905
HR,2008,8.399999619
HT,2008,7.5
HU,2008,7.800000191
ID,2008,8.399999619
IN,2008,4.199999809
IE,2008,6
IR,2008,10.5
IQ,2008,15.30000019
IS,2008,3
IL,2008,6.099999905
IT,2008,6.699999809
JM,2008,10.60000038
JO,2008,12.69999981
JP,2008,4
KZ,2008,6.599999905
KE,2008,9.399999619
KG,2008,8.199999809
KH,2008,1.700000048
KI,2008,
KN,2008,
KR,2008,3.200000048
XK,2008,
KW,2008,1.600000024
LA,2008,1.399999976
LB,2008,9
LR,2008,5.099999905
LY,2008,8.800000191
LC,2008,
LI,2008,
LK,2008,5.199999809
LS,2008,25.29999924
LT,2008,5.800000191
LU,2008,5.099999905
LV,2008,7.400000095
MO,2008,3
MF,2008,
MA,2008,9.600000381
MC,2008,
MD,2008,4
MG,2008,4.300000191
MV,2008,12.80000019
MX,2008,3.5
MH,2008,
MK,2008,33.79999924
ML,2008,8.399999619
MT,2008,6
MM,2008,4.400000095
ME,2008,16.79999924
MN,2008,5.599999905
MP,2008,
MZ,2008,7.599999905
MR,2008,31.20000076
MU,2008,7.199999809
MW,2008,7.5
MY,2008,3.299999952
NA,2008,37.59999847
NC,2008,
NE,2008,5.099999905
NG,2008,7.599999905
NI,2008,6.199999809
NL,2008,2.799999952
NO,2008,2.599999905
NP,2008,2.700000048
NZ,2008,4.199999809
OM,2008,8.5
PK,2008,5
PA,2008,5.599999905
PE,2008,4.5
PH,2008,7.300000191
PW,2008,
PG,2008,2.400000095
PL,2008,7.099999905
PR,2008,11.80000019
KP,2008,4.599999905
PT,2008,7.599999905
PY,2008,5.599999905
PF,2008,
QA,2008,0.400000006
RO,2008,5.800000191
RU,2008,6.199999809
RW,2008,0.600000024
SA,2008,5.099999905
SD,2008,14.80000019
SN,2008,10
SG,2008,3.200000048
SB,2008,4.5
SL,2008,3.400000095
SV,2008,5.900000095
SM,2008,
SO,2008,7.599999905
RS,2008,13.60000038
SS,2008,
ST,2008,
SR,2008,13
SK,2008,9.600000381
SI,2008,4.400000095
SE,2008,6.300000191
SZ,2008,23
SX,2008,
SC,2008,
SY,2008,10.89999962
TC,2008,
TD,2008,7.800000191
TG,2008,7.800000191
TH,2008,1.200000048
TJ,2008,11.80000019
TM,2008,11.60000038
TL,2008,5.900000095
TO,2008,
TT,2008,4.599999905
TN,2008,12.39999962
TR,2008,11
TV,2008,
TZ,2008,2.5
UG,2008,2.900000095
UA,2008,6.400000095
UY,2008,7.599999905
US,2008,5.900000095
UZ,2008,11.5
VC,2008,
VE,2008,6.900000095
VI,2008,
VN,2008,2.400000095
VU,2008,
PS,2008,26
WS,2008,
YE,2008,15
ZA,2008,22.70000076
CD,2008,7.199999809
ZM,2008,15.69999981
ZW,2008,4.300000191
AW,2009,
AD,2009,
AF,2009,8.699999809
AO,2009,7.599999905
AL,2009,13.80000019
AE,2009,4
AR,2009,8.600000381
AM,2009,18.70000076
AS,2009,
AG,2009,
AU,2009,5.599999905
AT,2009,4.800000191
AZ,2009,5.699999809
BI,2009,7.900000095
BE,2009,7.900000095
BJ,2009,1.200000048
BF,2009,3.299999952
BD,2009,5
BG,2009,6.800000191
BH,2009,7.599999905
BS,2009,14.19999981
BA,2009,24.10000038
BY,2009,9.800000191
BZ,2009,8.699999809
BM,2009,
BO,2009,3.400000095
BR,2009,8.300000191
BB,2009,10
BN,2009,3.5
BT,2009,4
BW,2009,18.39999962
CF,2009,7.599999905
CA,2009,8.300000191
CH,2009,4.099999905
CL,2009,9.699999809
CN,2009,4.400000095
CI,2009,4
CM,2009,4.699999809
CG,2009,7
CO,2009,12
KM,2009,7.099999905
CV,2009,7.800000191
CR,2009,7.800000191
CU,2009,1.700000048
CW,2009,
KY,2009,
CY,2009,5.400000095
CZ,2009,6.699999809
DE,2009,7.699999809
DJ,2009,
DM,2009,
DK,2009,6
DO,2009,14.89999962
DZ,2009,10.19999981
EC,2009,6.5
EG,2009,9.399999619
ER,2009,8.100000381
ES,2009,18.10000038
EE,2009,13.80000019
ET,2009,5.400000095
FI,2009,8.199999809
FJ,2009,8.699999809
FR,2009,9.100000381
FO,2009,
FM,2009,
GA,2009,20.20000076
GB,2009,7.800000191
GE,2009,16.89999962
GH,2009,3.599999905
GN,2009,3.099999905
GM,2009,7.699999809
GW,2009,7.5
GQ,2009,7.699999809
GR,2009,9.5
GD,2009,
GL,2009,
GT,2009,3.099999905
GU,2009,
GY,2009,20.20000076
HK,2009,5.199999809
HN,2009,3.299999952
HR,2009,9.100000381
HT,2009,7.099999905
HU,2009,10
ID,2009,7.900000095
IN,2009,3.900000095
IE,2009,12
IR,2009,12
IQ,2009,15.30000019
IS,2009,7.199999809
IL,2009,7.5
IT,2009,7.800000191
JM,2009,11.39999962
JO,2009,12.89999962
JP,2009,5
KZ,2009,6.599999905
KE,2009,9.399999619
KG,2009,8.399999619
KH,2009,1.899999976
KI,2009,
KN,2009,
KR,2009,3.599999905
XK,2009,
KW,2009,1.600000024
LA,2009,1.399999976
LB,2009,8.899999619
LR,2009,4.599999905
LY,2009,8.699999809
LC,2009,
LI,2009,
LK,2009,5.900000095
LS,2009,25.70000076
LT,2009,13.69999981
LU,2009,5.099999905
LV,2009,17.10000038
MO,2009,3.5
MF,2009,
MA,2009,9.100000381
MC,2009,
MD,2009,6.400000095
MG,2009,3.900000095
MV,2009,12.19999981
MX,2009,5.199999809
MH,2009,
MK,2009,32.20000076
ML,2009,8.5
MT,2009,6.900000095
MM,2009,4.199999809
ME,2009,19.10000038
MN,2009,5.900000095
MP,2009,
MZ,2009,7.599999905
MR,2009,31.10000038
MU,2009,7.300000191
MW,2009,7.5
MY,2009,3.700000048
NA,2009,29.70000076
NC,2009,
NE,2009,5
NG,2009,7.599999905
NI,2009,6.699999809
NL,2009,3.400000095
NO,2009,3.200000048
NP,2009,2.700000048
NZ,2009,6.099999905
OM,2009,8.399999619
PK,2009,5
PA,2009,6.599999905
PE,2009,4.400000095
PH,2009,7.5
PW,2009,
PG,2009,2.400000095
PL,2009,8.199999809
PR,2009,15.10000038
KP,2009,4.900000095
PT,2009,9.5
PY,2009,6.5
PF,2009,
QA,2009,0.300000012
RO,2009,6.900000095
RU,2009,8.300000191
RW,2009,0.600000024
SA,2009,5.400000095
SD,2009,14.80000019
SN,2009,10
SG,2009,4.300000191
SB,2009,5.199999809
SL,2009,3.400000095
SV,2009,7.300000191
SM,2009,
SO,2009,7.599999905
RS,2009,16.60000038
SS,2009,
ST,2009,
SR,2009,13.10000038
SK,2009,12.10000038
SI,2009,5.900000095
SE,2009,8.399999619
SZ,2009,22.89999962
SX,2009,
SC,2009,
SY,2009,8.100000381
TC,2009,
TD,2009,7.900000095
TG,2009,7.699999809
TH,2009,1.5
TJ,2009,11.60000038
TM,2009,11.30000019
TL,2009,5.199999809
TO,2009,
TT,2009,5.300000191
TN,2009,13.30000019
TR,2009,14
TV,2009,
TZ,2009,2.5
UG,2009,4.199999809
UA,2009,8.800000191
UY,2009,7.300000191
US,2009,9.300000191
UZ,2009,11.39999962
VC,2009,
VE,2009,7.800000191
VI,2009,
VN,2009,2.299999952
VU,2009,
PS,2009,24.5
WS,2009,
YE,2009,14.60000038
ZA,2009,23.70000076
CD,2009,7.300000191
ZM,2009,15.60000038
ZW,2009,4.099999905
AW,2010,
AD,2010,
AF,2010,8.5
AO,2010,7.599999905
AL,2010,14.19999981
AE,2010,4
AR,2010,7.699999809
AM,2010,19
AS,2010,
AG,2010,
AU,2010,5.199999809
AT,2010,4.400000095
AZ,2010,5.599999905
BI,2010,7.800000191
BE,2010,8.300000191
BJ,2010,1
BF,2010,3.299999952
BD,2010,4.5
BG,2010,10.19999981
BH,2010,7.5
BS,2010,14.10000038
BA,2010,27.20000076
BY,2010,10
BZ,2010,8.300000191
BM,2010,
BO,2010,3.299999952
BR,2010,7.900000095
BB,2010,10.80000019
BN,2010,3.700000048
BT,2010,3.299999952
BW,2010,17.89999962
CF,2010,7.599999905
CA,2010,8
CH,2010,4.5
CL,2010,8.100000381
CN,2010,4.199999809
CI,2010,4
CM,2010,3.799999952
CG,2010,7
CO,2010,11.60000038
KM,2010,7.099999905
CV,2010,7.699999809
CR,2010,7.300000191
CU,2010,2.5
CW,2010,
KY,2010,
CY,2010,6.300000191
CZ,2010,7.300000191
DE,2010,7.099999905
DJ,2010,
DM,2010,
DK,2010,7.5
DO,2010,12.39999962
DZ,2010,10
EC,2010,5
EG,2010,9
ER,2010,8.100000381
ES,2010,20.20000076
EE,2010,16.89999962
ET,2010,5.400000095
FI,2010,8.399999619
FJ,2010,8.600000381
FR,2010,9.300000191
FO,2010,
FM,2010,
GA,2010,20.39999962
GB,2010,7.800000191
GE,2010,16.29999924
GH,2010,3.599999905
GN,2010,3.099999905
GM,2010,7.699999809
GW,2010,7.400000095
GQ,2010,7.699999809
GR,2010,12.5
GD,2010,
GL,2010,
GT,2010,3.5
GU,2010,
GY,2010,21
HK,2010,4.300000191
HN,2010,4.800000191
HR,2010,11.80000019
HT,2010,8.300000191
HU,2010,11.19999981
ID,2010,7.099999905
IN,2010,3.5
IE,2010,13.89999962
IR,2010,13.5
IQ,2010,15.19999981
IS,2010,7.599999905
IL,2010,6.599999905
IT,2010,8.399999619
JM,2010,12.39999962
JO,2010,12.5
JP,2010,5
KZ,2010,5.800000191
KE,2010,9.300000191
KG,2010,8.600000381
KH,2010,1.600000024
KI,2010,
KN,2010,
KR,2010,3.700000048
XK,2010,
KW,2010,1.600000024
LA,2010,1.399999976
LB,2010,8.899999619
LR,2010,3.700000048
LY,2010,8.600000381
LC,2010,
LI,2010,
LK,2010,4.900000095
LS,2010,24
LT,2010,17.79999924
LU,2010,4.400000095
LV,2010,18.70000076
MO,2010,2.799999952
MF,2010,
MA,2010,9.100000381
MC,2010,
MD,2010,7.400000095
MG,2010,3.599999905
MV,2010,11.69999981
MX,2010,5.199999809
MH,2010,
MK,2010,32
ML,2010,8.100000381
MT,2010,6.900000095
MM,2010,4.199999809
ME,2010,19.70000076
MN,2010,6.5
MP,2010,
MZ,2010,7.5
MR,2010,31.10000038
MU,2010,7.699999809
MW,2010,7.599999905
MY,2010,3.400000095
NA,2010,22.10000038
NC,2010,
NE,2010,5.099999905
NG,2010,7.599999905
NI,2010,8
NL,2010,4.5
NO,2010,3.599999905
NP,2010,2.700000048
NZ,2010,6.5
OM,2010,8.300000191
PK,2010,5.099999905
PA,2010,6.5
PE,2010,4
PH,2010,7.300000191
PW,2010,
PG,2010,2.400000095
PL,2010,9.600000381
PR,2010,16.20000076
KP,2010,4.400000095
PT,2010,10.80000019
PY,2010,5.699999809
PF,2010,
QA,2010,0.400000006
RO,2010,7.300000191
RU,2010,7.300000191
RW,2010,0.600000024
SA,2010,5.5
SD,2010,14.80000019
SN,2010,9.899999619
SG,2010,3.099999905
SB,2010,4.400000095
SL,2010,3.400000095
SV,2010,7
SM,2010,
SO,2010,7.599999905
RS,2010,19.20000076
SS,2010,
ST,2010,
SR,2010,12.89999962
SK,2010,14.39999962
SI,2010,7.199999809
SE,2010,8.600000381
SZ,2010,22.79999924
SX,2010,
SC,2010,
SY,2010,8.399999619
TC,2010,
TD,2010,7.599999905
TG,2010,7.699999809
TH,2010,1
TJ,2010,11.60000038
TM,2010,11.39999962
TL,2010,3.900000095
TO,2010,
TT,2010,5.900000095
TN,2010,13
TR,2010,11.89999962
TV,2010,
TZ,2010,3
UG,2010,4.199999809
UA,2010,8.100000381
UY,2010,6.800000191
US,2010,9.699999809
UZ,2010,11.39999962
VC,2010,
VE,2010,8.600000381
VI,2010,
VN,2010,2.299999952
VU,2010,
PS,2010,23.70000076
WS,2010,
YE,2010,17.79999924
ZA,2010,24.70000076
CD,2010,7.199999809
ZM,2010,13.19999981
ZW,2010,4.099999905
AW,2011,
AD,2011,
AF,2011,8.5
AO,2011,7.599999905
AL,2011,14.30000019
AE,2011,4
AR,2011,7.199999809
AM,2011,18.39999962
AS,2011,
AG,2011,
AU,2011,5.099999905
AT,2011,4.099999905
AZ,2011,5.400000095
BI,2011,7.699999809
BE,2011,7.099999905
BJ,2011,1
BF,2011,3.299999952
BD,2011,4.5
BG,2011,11.30000019
BH,2011,7.400000095
BS,2011,13.69999981
BA,2011,27.60000038
BY,2011,9.899999619
BZ,2011,8.399999619
BM,2011,
BO,2011,3.200000048
BR,2011,6.699999809
BB,2011,11.19999981
BN,2011,3.700000048
BT,2011,3.099999905
BW,2011,17.79999924
CF,2011,7.599999905
CA,2011,7.400000095
CH,2011,4
